Freq	S11_real	S11_imag	S21_real	S21_imag	S12_real	S12_imag	S22_real	S22_imag
0	-95.8241665	147.167579	-0.001180802	-0.009950186	-0.001200495	-0.010120802	-90.2040031	58.5312997
0.01	-72.531969	86.9975974	-0.001956236	-0.517183177	-0.001956236	-0.517183177	-72.0902112	87.0545065
0.02	-67.1377373	85.6863396	-0.002725305	-1.02350151	-0.002709059	-1.02340008	-67.0082833	87.1908111
0.04	-62.2237511	84.0446849	-0.004206917	-2.03390966	-0.004169562	-2.03373344	-62.2732031	86.2112571
0.06	-59.8947083	82.5645233	-0.005584357	-3.04203662	-0.00553883	-3.04187125	-60.0197585	84.8676839
0.08	-58.7573769	81.0268674	-0.006849367	-4.04850958	-0.006804453	-4.0483839	-58.9347859	83.3310018
0.1	-58.4249649	79.3191619	-0.008008172	-5.0537764	-0.007968948	-5.05369329	-58.6509238	81.5634097
0.12	-58.8076754	77.2776215	-0.009072426	-6.05815738	-0.009041297	-6.05810949	-59.0902761	79.4138564
0.14	-60.0090976	74.5418658	-0.010055036	-7.06188465	-0.010032686	-7.06186196	-60.3735588	76.4921901
0.16	-62.4352935	70.0316747	-0.010968395	-8.06512996	-0.010954485	-8.065123	-62.950877	71.5584255
0.18	-67.4395499	58.3503092	-0.011823744	-9.0680236	-0.011817387	-9.06802467	-68.349811	57.9217351
0.2	-75.0923412	-27.7935412	-0.012631058	-10.0706672	-0.012631117	-10.0706705	-74.2010774	-38.7592977
0.22	-72.8546825	-44.935836	-0.013401404	-11.0730846	-0.01340668	-11.0730863	-72.2158068	-53.6131059
0.24	-70.507392	-57.8167267	-0.014137292	-12.0752989	-0.014146625	-12.0752965	-70.0487153	-64.8117355
0.26	-68.2587687	-67.4687903	-0.014844016	-13.0773448	-0.014856348	-13.077337	-67.9266874	-73.124342
0.28	-66.1775157	-74.8875005	-0.015525986	-14.0792495	-0.015540382	-14.0792358	-65.9357656	-79.4313625
0.3	-64.2707595	-80.7742001	-0.016186882	-15.0810352	-0.01620254	-15.0810157	-64.0940676	-84.3815115
0.32	-62.5245777	-85.586881	-0.016829785	-16.0827198	-0.016846035	-16.0826952	-62.3943731	-88.403239
0.34	-60.9199373	-89.6231304	-0.017457286	-17.0843186	-0.01747358	-17.0842897	-60.82205	-91.7742092
0.36	-59.438206	-93.0801752	-0.018071578	-18.0858447	-0.018087477	-18.0858124	-59.3616865	-94.6765637
0.38	-58.0627701	-96.0926697	-0.018674525	-19.0873093	-0.01868969	-19.0872747	-57.9992655	-97.2325254
0.4	-56.7793028	-98.755828	-0.019267722	-20.0887225	-0.019281899	-20.0886866	-56.722681	-99.5262204
0.42	-55.5756187	-101.139601	-0.019852543	-21.0900933	-0.01986555	-21.090057	-55.5216745	-101.617021
0.44	-54.4414374	-103.297373	-0.02043018	-22.09143	-0.020441897	-22.0913942	-54.3875983	-103.547829
0.46	-53.3681495	-105.271242	-0.021001672	-23.09274	-0.021012033	-23.0927056	-53.3131535	-105.350321
0.48	-52.348597	-107.095177	-0.021567939	-24.0940306	-0.021576919	-24.0939983	-52.2921537	-107.048353
0.5	-51.3768621	-108.796896	-0.022129797	-25.0953086	-0.022137406	-25.0952789	-51.3193257	-108.660215
0.52	-50.4480628	-110.399037	-0.022687986	-26.0965802	-0.022694264	-26.0965537	-50.3901466	-110.200159
0.54	-49.55816	-111.919982	-0.023243182	-27.0978518	-0.023248188	-27.0978288	-49.5007129	-111.679455
0.56	-48.7037833	-113.374526	-0.023796013	-28.0991294	-0.023799826	-28.0991101	-48.6476347	-113.107137
0.58	-47.8820851	-114.77447	-0.024347072	-29.1004187	-0.024349781	-29.1004033	-47.8279506	-114.490532
0.6	-47.0906218	-116.129165	-0.024896925	-30.1017255	-0.024898628	-30.1017141	-47.039059	-115.835647
0.62	-46.3272641	-117.445994	-0.02544612	-31.1030551	-0.02544692	-31.1030478	-46.2786627	-117.147461
0.64	-45.5901295	-118.730794	-0.025995192	-32.1044131	-0.025995195	-32.1044098	-45.5447226	-118.430134
0.65	-45.2308629	-119.36267	-0.026269848	-32.6051044	-0.026269492	-32.6051029	-45.1870978	-119.061661
0.66	-44.9188266	-119.970377	-0.026543445	-33.1057905	-0.026542756	-33.105791	-44.8765275	-119.671302
0.68	-44.3059843	-121.174176	-0.027090973	-34.1071898	-0.027089697	-34.1071939	-44.266662	-120.879044
0.7	-43.7076387	-122.363744	-0.027639336	-35.108629	-0.027637573	-35.1086366	-43.6712795	-122.072425
0.72	-43.123238	-123.540359	-0.028189002	-36.1101129	-0.028186849	-36.1101237	-43.0897594	-123.252579
0.74	-42.552253	-124.705101	-0.028740444	-37.1116463	-0.028737992	-37.11166	-42.5215235	-124.420539
0.76	-41.9941758	-125.858901	-0.029294143	-38.1132336	-0.029291476	-38.1132499	-41.9660313	-125.57725
0.78	-41.4485199	-127.002575	-0.029850588	-39.1148795	-0.029847784	-39.1148981	-41.4227775	-126.723573
0.8	-40.9148198	-128.136853	-0.030410278	-40.1165882	-0.030407408	-40.1166087	-40.891288	-127.860298
0.82	-40.3926314	-129.262393	-0.030973725	-41.118364	-0.030970852	-41.1183862	-40.3711181	-128.988149
0.84	-39.8815312	-130.379801	-0.031541453	-42.1202112	-0.031538634	-42.1202346	-39.8618491	-130.107788
0.86	-39.3927091	-131.486814	-0.032112704	-43.1221241	-0.032109987	-43.1221485	-39.3746571	-131.217308
0.88	-38.9133374	-132.587261	-0.03268912	-44.1241157	-0.032686546	-44.1241406	-38.896754	-132.320216
0.9	-38.4431141	-133.681551	-0.033271254	-45.1261897	-0.033268857	-45.126215	-38.4278499	-133.416961
0.92	-37.9817505	-134.770071	-0.033859674	-46.1283501	-0.033857483	-46.1283753	-37.9676689	-134.50796
0.94	-37.5289709	-135.853185	-0.034454967	-47.1306004	-0.034453002	-47.1306254	-37.5159485	-135.593598
0.96	-37.0845125	-136.931239	-0.035057734	-48.1329442	-0.03505601	-48.1329687	-37.0724387	-136.674235
0.98	-36.6481243	-138.00456	-0.035668594	-49.135385	-0.03566712	-49.1354088	-36.6369008	-137.750202
1	-36.2195672	-139.073455	-0.036288182	-50.1379262	-0.036286963	-50.1379491	-36.2091074	-138.821806
1.02	-35.7986131	-140.138213	-0.036917152	-51.1405709	-0.036916186	-51.1405927	-35.788841	-139.889333
1.04	-35.3850443	-141.199107	-0.037556175	-52.1433223	-0.037555457	-52.1433428	-35.3758938	-140.953048
1.06	-34.9786531	-142.256391	-0.038205939	-53.1461833	-0.03820546	-53.1462025	-34.9700668	-142.013194
1.08	-34.5792413	-143.310305	-0.03886715	-54.1491568	-0.038866897	-54.1491745	-34.5711699	-143.069999
1.1	-34.1866196	-144.361071	-0.039540532	-55.1522456	-0.039540488	-55.1522617	-34.1790204	-144.123674
1.12	-33.8006071	-145.408898	-0.040226825	-56.1554521	-0.040226973	-56.1554667	-33.7934438	-145.174414
1.14	-33.4210309	-146.45398	-0.040926788	-57.158779	-0.040927108	-57.158792	-33.4142721	-146.2224
1.16	-33.0477257	-147.496497	-0.041641197	-58.1622285	-0.041641666	-58.1622399	-33.0413445	-147.267799
1.18	-32.6805329	-148.536617	-0.042370843	-59.1658027	-0.042371439	-59.1658126	-32.6745064	-148.310767
1.2	-32.3193011	-149.574495	-0.043116537	-60.1695038	-0.043117235	-60.1695122	-32.3136093	-149.35145
1.22	-31.9638848	-150.610275	-0.043879105	-61.1733336	-0.043879881	-61.1733406	-31.9585105	-150.389981
1.23	-31.7883137	-151.12742	-0.044266979	-61.6752972	-0.044267785	-61.6753036	-31.7830923	-150.908479
1.24	-31.615797	-151.643933	-0.044658249	-62.1772896	-0.044659079	-62.1772954	-31.6107239	-151.426334
1.26	-31.2747552	-152.675626	-0.045454657	-63.1813736	-0.045455517	-63.1813781	-31.2699689	-152.460655
1.28	-30.9389381	-153.705633	-0.046270278	-64.1855908	-0.046271143	-64.1855943	-30.9344268	-153.493207
1.3	-30.6082327	-154.734052	-0.04710599	-65.1899427	-0.047106838	-65.1899453	-30.6039855	-154.524086
1.32	-30.2825302	-155.760975	-0.04796269	-66.1944302	-0.047963499	-66.1944321	-30.2785366	-155.553381
1.34	-29.9617253	-156.786487	-0.048841287	-67.1990545	-0.048842038	-67.1990558	-29.9579758	-156.581176
1.36	-29.6457169	-157.810666	-0.049742707	-68.2038161	-0.04974338	-68.2038171	-29.6422019	-157.607547
1.38	-29.334407	-158.833584	-0.050667887	-69.2087158	-0.050668466	-69.2087166	-29.3311173	-158.632567
1.4	-29.0277013	-159.855307	-0.05161778	-70.2137538	-0.05161825	-70.2137546	-29.0246277	-159.656304
1.42	-28.7255083	-160.875894	-0.05259335	-71.2189304	-0.052593698	-71.2189315	-28.7226416	-160.67882
1.44	-28.4277399	-161.895402	-0.053595575	-72.2242457	-0.05359579	-72.2242471	-28.4250709	-161.700173
1.45	-28.2804881	-162.404766	-0.054106991	-72.7269552	-0.054107136	-72.726957	-28.2779145	-162.210431
1.46	-28.1353007	-162.913821	-0.054623914	-73.2296962	-0.054623987	-73.2296983	-28.1328197	-162.720355
1.48	-27.8480254	-163.931212	-0.055679189	-74.2352817	-0.055679114	-74.2352847	-27.8457228	-163.739427
1.5	-27.564821	-164.947677	-0.056763873	-75.2410051	-0.056763646	-75.241009	-27.5626875	-164.757501
1.52	-27.2856153	-165.963254	-0.057878981	-76.2468654	-0.057878601	-76.2468706	-27.2836412	-165.77462
1.54	-27.0103379	-166.977977	-0.059025539	-77.2528617	-0.059025005	-77.2528682	-27.0085139	-166.790824
1.56	-26.7389209	-167.991877	-0.060204579	-78.2589927	-0.060203894	-78.2590008	-26.7372373	-167.806149
1.58	-26.471298	-169.004983	-0.061417143	-79.2652571	-0.061416312	-79.2652669	-26.4697453	-168.820631
1.6	-26.207405	-170.017321	-0.062664279	-80.2716531	-0.06266331	-80.2716648	-26.2059738	-169.834301
1.62	-25.9471795	-171.028915	-0.063947044	-81.2781789	-0.063945943	-81.2781925	-25.9458604	-170.847189
1.64	-25.6905608	-172.039785	-0.065266496	-82.2848322	-0.065265274	-82.2848479	-25.6893447	-171.859323
1.66	-25.4374901	-173.049953	-0.066623701	-83.2916106	-0.066622371	-83.2916286	-25.4363678	-172.870729
1.68	-25.1879099	-174.059435	-0.068019727	-84.2985115	-0.068018302	-84.2985318	-25.1868729	-173.881429
1.7	-24.9417647	-175.068247	-0.069455646	-85.3055319	-0.069454139	-85.3055545	-24.9408044	-174.891445
1.72	-24.6990002	-176.076406	-0.070932528	-86.3126686	-0.070930957	-86.3126936	-24.6981086	-175.900797
1.74	-24.4595637	-177.083923	-0.072451447	-87.3199182	-0.072449828	-87.3199456	-24.4587332	-176.909504
1.76	-24.223404	-178.090812	-0.074013474	-88.3272768	-0.074011824	-88.3273067	-24.2226273	-177.917581
1.78	-23.9904713	-179.097083	-0.075619678	-89.3347405	-0.075618014	-89.3347727	-23.9897415	-178.925044
1.8	-23.7607171	179.897255	-0.077271123	-90.3423049	-0.077269463	-90.3423395	-23.7600277	-179.931906
1.82	-23.534094	178.892192	-0.078968871	-91.3499653	-0.078967233	-91.3500023	-23.5334393	179.06182
1.84	-23.3105562	177.88772	-0.080713973	-92.357717	-0.080712376	-92.3577562	-23.3099308	178.056125
1.86	-23.090059	176.883833	-0.082507477	-93.3655546	-0.082505938	-93.3655959	-23.0894581	177.050998
1.88	-22.8725588	175.880524	-0.084350418	-94.3734726	-0.084348954	-94.373516	-22.871978	176.046431
1.9	-22.6580132	174.877789	-0.086243821	-95.3814653	-0.086242448	-95.3815106	-22.6574488	175.042418
1.92	-22.446381	173.875621	-0.088188697	-96.3895264	-0.088187431	-96.3895734	-22.4458296	174.038953
1.94	-22.2376218	172.874018	-0.090186045	-97.3976496	-0.090184898	-97.3976982	-22.2370809	173.036029
1.96	-22.0316967	171.872976	-0.092236844	-98.4058279	-0.092235831	-98.4058779	-22.0311639	172.033645
1.98	-21.8285674	170.872492	-0.094342058	-99.4140545	-0.094341189	-99.4141057	-21.828041	171.031796
2	-21.6281967	169.872565	-0.096502629	-100.422322	-0.096501913	-100.422374	-21.6276756	170.030481
2.02	-21.4305485	168.873192	-0.098719477	-101.430622	-0.098718922	-101.430675	-21.4300319	169.029698
2.04	-21.2355874	167.874372	-0.100993497	-102.438947	-0.10099311	-102.439001	-21.235075	168.029448
2.06	-21.0432792	166.876106	-0.103325561	-103.447289	-0.103325343	-103.447343	-21.042771	167.02973
2.08	-20.8535902	165.878391	-0.105716508	-104.455638	-0.105716462	-104.455692	-20.8530867	166.030545
2.1	-20.6664877	164.88123	-0.108167149	-105.463987	-0.108167275	-105.46404	-20.6659899	165.031896
2.12	-20.48194	163.884623	-0.110678263	-106.472324	-0.110678557	-106.472377	-20.4814489	164.033785
2.14	-20.2999159	162.888571	-0.113250593	-107.480642	-0.113251049	-107.480694	-20.299433	163.036215
2.16	-20.1203851	161.893075	-0.115884842	-108.488929	-0.115885454	-108.48898	-20.1199122	162.039189
2.18	-19.943318	160.898137	-0.118581678	-109.497175	-0.118582435	-109.497225	-19.9428571	161.042712
2.2	-19.7686859	159.90376	-0.121341723	-110.50537	-0.121342613	-110.505419	-19.768239	160.046787
2.22	-19.5964605	158.909946	-0.124165557	-111.513503	-0.124166565	-111.51355	-19.5960301	159.051419
2.24	-19.4266145	157.916698	-0.127053711	-112.521562	-0.12705482	-112.521607	-19.4262029	158.056615
2.26	-19.2591209	156.924019	-0.130006669	-113.529536	-0.13000786	-113.529579	-19.2587307	157.062378
2.28	-19.0939536	155.931912	-0.13302486	-114.537413	-0.133026113	-114.537453	-19.0935874	156.068716
2.3	-18.9310871	154.940381	-0.136108662	-115.545181	-0.136109952	-115.545219	-18.9307476	155.075633
2.32	-18.7704964	153.949429	-0.139258393	-116.552828	-0.139259697	-116.552862	-18.7701862	154.083136
2.34	-18.6121571	152.959061	-0.142474314	-117.56034	-0.142475606	-117.560371	-18.6118788	153.091232
2.36	-18.4560455	151.969281	-0.145756624	-118.567705	-0.145757875	-118.567733	-18.4558016	152.099926
2.38	-18.3021382	150.980092	-0.149105456	-119.574909	-0.149106637	-119.574934	-18.3019312	151.109226
2.4	-18.1504126	149.9915	-0.152520878	-120.581939	-0.15252196	-120.581961	-18.1502449	150.119137
2.42	-18.0008464	149.003508	-0.156002889	-121.588782	-0.15600384	-121.5888	-18.0007202	149.129666
2.44	-17.853418	148.016122	-0.159551416	-122.595423	-0.159552204	-122.595437	-17.8533354	148.14082
2.46	-17.7081062	147.029345	-0.163166311	-123.601849	-0.163166906	-123.601859	-17.708069	147.152604
2.48	-17.5648902	146.043183	-0.166847352	-124.608044	-0.166847721	-124.60805	-17.5649001	146.165025
2.5	-17.4237498	145.057639	-0.170594238	-125.613995	-0.170594349	-125.613997	-17.4238082	145.17809
2.52	-17.2849788	144.072689	-0.174400493	-126.619716	-0.174400313	-126.619714	-17.2850871	144.191795
2.54	-17.1482259	143.088365	-0.178271708	-127.625165	-0.178271208	-127.625159	-17.1483849	143.206151
2.56	-17.0134726	142.104668	-0.182207349	-128.630328	-0.182206498	-128.630318	-17.0136832	142.221164
2.58	-16.8807009	141.121605	-0.186206792	-129.63519	-0.186205561	-129.635176	-16.8809636	141.236838
2.6	-16.7498935	140.139178	-0.190269327	-130.639735	-0.190267689	-130.639717	-16.7502085	140.253178
2.62	-16.621033	139.157391	-0.194394155	-131.643949	-0.194392083	-131.643927	-16.6214003	139.270189
2.64	-16.4941026	138.176247	-0.198580383	-132.647816	-0.198577854	-132.647791	-16.494522	138.287875
2.66	-16.369086	137.195751	-0.202827028	-133.651321	-0.202824019	-133.651293	-16.3695569	137.306238
2.68	-16.2459672	136.215905	-0.207133011	-134.654449	-0.207129503	-134.654417	-16.2464887	136.325283
2.7	-16.1247303	135.236711	-0.211497157	-135.657185	-0.211493134	-135.65715	-16.1253014	135.345012
2.72	-16.0053602	134.258172	-0.215918197	-136.659514	-0.215913644	-136.659476	-16.0059795	134.365427
2.74	-15.8878418	133.28029	-0.220394762	-137.661421	-0.220389667	-137.66138	-15.8885077	133.38653
2.76	-15.7721604	132.303067	-0.224925386	-138.66289	-0.224919741	-138.662847	-15.7728712	132.408322
2.78	-15.6583018	131.326504	-0.229508502	-139.663907	-0.229502302	-139.663862	-15.6590553	131.430804
2.8	-15.5462521	130.350601	-0.234142445	-140.664458	-0.234135689	-140.664411	-15.547046	130.453976
2.82	-15.4359976	129.37536	-0.23882545	-141.664528	-0.238818139	-141.664479	-15.4368294	129.477837
2.84	-15.3275251	128.400781	-0.243555651	-142.664103	-0.243547791	-142.664052	-15.328392	128.502388
2.86	-15.2208216	127.426862	-0.248331082	-143.663168	-0.248322682	-143.663116	-15.2217208	127.527626
2.88	-15.1158745	126.453603	-0.253149679	-144.66171	-0.253140751	-144.661657	-15.1168029	126.55355
2.9	-15.0126715	125.481002	-0.258009277	-145.659716	-0.257999837	-145.659662	-15.0136258	125.580156
2.92	-14.9112007	124.509058	-0.262907611	-146.657172	-0.262897679	-146.657118	-14.9121776	124.607442
2.94	-14.8114505	123.537767	-0.26784232	-147.654066	-0.267831919	-147.654012	-14.8124465	123.635403
2.96	-14.7134096	122.567127	-0.272810944	-148.650385	-0.272800102	-148.650331	-14.714421	122.664035
2.98	-14.617067	121.597135	-0.277810929	-149.646117	-0.277799676	-149.646063	-14.6180901	121.693333
3	-14.5224122	120.627785	-0.282839625	-150.641251	-0.282827994	-150.641197	-14.5234432	120.723292
3.02	-14.4294347	119.659073	-0.287894288	-151.635775	-0.287882317	-151.635723	-14.4304699	119.753904
3.04	-14.3381247	118.690994	-0.292972086	-152.629679	-0.292959813	-152.629628	-14.3391602	118.785163
3.06	-14.2484726	117.723542	-0.298070094	-153.622953	-0.298057563	-153.622903	-14.2495044	117.817061
3.08	-14.160469	116.756709	-0.303185303	-154.615588	-0.303172558	-154.615539	-14.1614933	116.84959
3.1	-14.074105	115.790489	-0.308314616	-155.607573	-0.308301706	-155.607526	-14.075118	115.88274
3.12	-13.989372	114.824873	-0.313454856	-156.598902	-0.313441829	-156.598857	-13.9903698	114.916504
3.14	-13.9062618	113.859853	-0.318602766	-157.589565	-0.318589674	-157.589522	-13.9072407	113.95087
3.16	-13.8247664	112.895421	-0.323755011	-158.579557	-0.323741908	-158.579516	-13.8257226	112.985827
3.18	-13.7448783	111.931565	-0.328908186	-159.568871	-0.328895124	-159.568832	-13.7458083	112.021364
3.2	-13.6665903	110.968275	-0.33405881	-160.5575	-0.334045847	-160.557464	-13.6674905	111.05747
3.22	-13.5898956	110.005541	-0.339203341	-161.545441	-0.339190531	-161.545407	-13.5907626	110.094132
3.24	-13.5147876	109.043351	-0.34433817	-162.532688	-0.34432557	-162.532657	-13.5156182	109.131335
3.26	-13.4412602	108.081692	-0.349459631	-163.519238	-0.349447296	-163.51921	-13.4420514	108.169068
3.28	-13.3693078	107.12055	-0.354563999	-164.50509	-0.354551986	-164.505064	-13.3700566	107.207315
3.3	-13.298925	106.159914	-0.359647502	-165.490239	-0.359635866	-165.490216	-13.2996285	106.246062
3.32	-13.2301067	105.199767	-0.364706318	-166.474687	-0.364695112	-166.474666	-13.2307625	105.285293
3.34	-13.1628484	104.240095	-0.369736583	-167.458432	-0.36972586	-167.458414	-13.1634541	104.324992
3.36	-13.0971459	103.280883	-0.374734393	-168.441475	-0.374724204	-168.441459	-13.0976993	103.365142
3.38	-13.0329954	102.322115	-0.379695811	-169.423818	-0.379686206	-169.423804	-13.0334945	102.405728
3.4	-12.9703935	101.363773	-0.384616873	-170.405463	-0.384607898	-170.405451	-12.9708366	101.44673
3.42	-12.9093372	100.405841	-0.389493587	-171.386414	-0.389485286	-171.386404	-12.9097229	100.488132
3.44	-12.849824	99.4483001	-0.394321944	-172.366674	-0.394314358	-172.366666	-12.850151	99.5299137
3.46	-12.7918517	98.4911323	-0.399097918	-173.346249	-0.399091086	-173.346243	-12.792119	98.5720577
3.48	-12.7354187	97.5343186	-0.403817477	-174.325145	-0.403811432	-174.32514	-12.7356254	97.6145439
3.5	-12.6805236	96.5778395	-0.40847658	-175.303369	-0.408471353	-175.303365	-12.6806693	96.6573526
3.52	-12.6271657	95.6216748	-0.413071189	-176.280929	-0.413066808	-176.280927	-12.6272501	95.7004636
3.54	-12.5753446	94.665804	-0.417597272	-177.257835	-0.41759376	-177.257833	-12.5753676	94.7438561
3.56	-12.5250603	93.7102061	-0.422050808	-178.234095	-0.422048183	-178.234093	-12.5250223	93.7875092
3.58	-12.4763135	92.7548595	-0.42642779	-179.209721	-0.426426066	-179.20972	-12.476215	92.8314015
3.6	-12.4291053	91.7997423	-0.430724235	179.815276	-0.430723422	179.815277	-12.4289469	91.8755111
3.62	-12.3834356	90.8447873	-0.434936111	178.84085	-0.434936215	178.840852	-12.3832183	90.9197776
3.64	-12.3393056	89.8900156	-0.439059723	177.867021	-0.439060745	177.867022	-12.3390306	89.9642159
3.66	-12.2967177	88.9354038	-0.443091185	176.893772	-0.44309312	176.893774	-12.2963866	89.0088033
3.68	-12.2556751	87.9809284	-0.447026652	175.921088	-0.447029492	175.921091	-12.2552895	88.0535169
3.7	-12.2161815	87.0265655	-0.450862327	174.948953	-0.450866058	174.948957	-12.2157434	87.0983335
3.72	-12.178241	86.0722907	-0.454594464	173.977349	-0.454599069	173.977354	-12.1777525	86.1432295
3.74	-12.1418584	85.1180795	-0.458219376	173.006257	-0.458224833	173.006264	-12.1413218	85.1881812
3.76	-12.107039	84.1639069	-0.461733438	172.035659	-0.46173972	172.035668	-12.1064569	84.2331646
3.78	-12.0737887	83.2097477	-0.465133092	171.065533	-0.465140167	171.065544	-12.0731637	83.2781556
3.8	-12.0421139	82.2555764	-0.468414852	170.095859	-0.468422686	170.095873	-12.041449	82.3231297
3.82	-12.0120217	81.3013674	-0.47157531	169.126615	-0.471583864	169.126631	-12.01132	81.3680625
3.84	-11.9835198	80.3470947	-0.474611141	168.157777	-0.474620371	168.157795	-11.9827845	80.4129292
3.86	-11.9566165	79.3927322	-0.477519104	167.189322	-0.477528965	167.189343	-11.9558511	79.4577051
3.88	-11.9313208	78.4382535	-0.480296052	166.221226	-0.480306494	166.221249	-11.9305287	78.5023651
3.9	-11.9076423	77.4836323	-0.482938931	165.253461	-0.482949903	165.253487	-11.9068271	77.5468843
3.92	-11.8855914	76.5288418	-0.485444792	164.286003	-0.485456237	164.286032	-11.8847568	76.5912375
3.94	-11.8651791	75.5738555	-0.487810786	163.318824	-0.487822648	163.318856	-11.8643289	75.6353994
3.96	-11.846417	74.6186464	-0.490034175	162.351896	-0.490046394	162.35193	-11.8455551	74.6793448
3.98	-11.8293178	73.6631878	-0.492112335	161.385191	-0.492124851	161.385227	-11.828448	73.7230483
4	-11.8138946	72.7074527	-0.494042758	160.418678	-0.494055507	160.418717	-11.813021	72.7664847
4.02	-11.8001614	71.7514143	-0.495823058	159.452328	-0.495835977	159.45237	-11.7992879	71.8096287
4.04	-11.7881332	70.7950455	-0.497450972	158.486111	-0.497463998	158.486155	-11.7872638	70.8524548
4.06	-11.7778255	69.8383195	-0.49892437	157.519993	-0.498937437	157.52004	-11.7769641	69.8949378
4.08	-11.7692549	68.8812095	-0.50024125	156.553944	-0.500254295	156.553993	-11.7684055	68.9370525
4.1	-11.7624388	67.9236887	-0.501399749	155.587931	-0.501412709	155.587981	-11.7616053	67.9787737
4.12	-11.7573954	66.9657304	-0.502398142	154.62192	-0.502410953	154.621971	-11.7565817	67.0200762
4.14	-11.7541442	66.0073081	-0.503234848	153.655877	-0.503247449	153.655929	-11.7533539	66.0609352
4.16	-11.7527053	65.0483954	-0.503908431	152.689767	-0.503920761	152.68982	-11.7519421	65.1013256
4.18	-11.7530999	64.0889661	-0.504417604	151.723556	-0.504429605	151.72361	-11.7523674	64.1412228
4.2	-11.7553505	63.1289941	-0.504761232	150.757209	-0.504772849	150.757262	-11.754652	63.1806022
4.22	-11.7594802	62.1684536	-0.504938336	149.790688	-0.504949516	149.790741	-11.7588191	62.2194393
4.24	-11.7655138	61.2073191	-0.504948095	148.823957	-0.504958787	148.824009	-11.7648931	61.25771
4.26	-11.7734768	60.2455653	-0.504789846	147.856981	-0.504800003	147.857032	-11.7728995	60.2953903
4.28	-11.7833962	59.2831672	-0.504463092	146.88972	-0.504472671	146.88977	-11.7828649	59.3324563
4.3	-11.7953	58.3201001	-0.503967499	145.922139	-0.50397646	145.922186	-11.7948174	58.3688846
4.32	-11.8092179	57.3563399	-0.503302902	144.954198	-0.50331121	144.954242	-11.8087863	57.4046519
4.34	-11.8251806	56.3918625	-0.502469307	143.98586	-0.50247693	143.985901	-11.824802	56.4397353
4.36	-11.8432204	55.4266444	-0.501466889	143.017087	-0.501473801	143.017123	-11.8428967	55.4741121
4.38	-11.8633711	54.4606627	-0.500296001	142.047838	-0.50030218	142.047871	-11.8631039	54.5077601
4.4	-11.8856679	53.4938947	-0.498957169	141.078076	-0.498962598	141.078104	-11.8854585	53.5406574
4.42	-11.9101479	52.5263183	-0.497451099	140.107761	-0.497455766	140.107783	-11.9099974	52.5727825
4.44	-11.9368498	51.5579121	-0.495778677	139.136855	-0.495782574	139.136871	-11.9367588	51.6041142
4.46	-11.9658138	50.588655	-0.493940968	138.165317	-0.493944094	138.165326	-11.9657829	50.6346321
4.48	-11.9970825	49.6185267	-0.491939221	137.193108	-0.49194158	137.19311	-11.9971117	49.6643158
4.5	-12.0306999	48.6475074	-0.489774871	136.220189	-0.489776472	136.220184	-12.0307891	48.6931458
4.52	-12.0666824	47.6755493	-0.487451493	135.246507	-0.48745235	135.246493	-12.0668311	47.7210767
4.54	-12.1051073	46.7026633	-0.484968991	134.272035	-0.484969124	134.272012	-12.1053146	46.7481166
4.56	-12.1460252	45.7288318	-0.482329355	133.296736	-0.482328788	133.296704	-12.14629	45.7742475
4.58	-12.1894895	44.754038	-0.479534761	132.32057	-0.479533525	132.320527	-12.1898102	44.7994523
4.6	-12.2355557	43.7782661	-0.476587579	131.343497	-0.476585708	131.343444	-12.2359306	43.8237144
4.62	-12.2842823	42.8015011	-0.473490366	130.365478	-0.4734879	130.365415	-12.2847092	42.8470181
4.64	-12.3357305	41.8237289	-0.470245872	129.386476	-0.470242856	129.386401	-12.3362068	41.8693483
4.66	-12.3899645	40.8449366	-0.466857036	128.406451	-0.46685352	128.406364	-12.3904874	40.890691
4.68	-12.4470517	39.8651121	-0.463326993	127.425364	-0.46332303	127.425266	-12.4476179	39.9110329
4.7	-12.5070628	38.8842446	-0.459659068	126.443179	-0.459654716	126.443068	-12.5076689	38.9303618
4.72	-12.5700722	37.9023245	-0.455856778	125.459857	-0.455852099	125.459734	-12.5707142	37.9486662
4.74	-12.6361579	36.9193433	-0.451923834	124.475362	-0.451918892	124.475225	-12.6368316	36.9659362
4.76	-12.7054021	35.935294	-0.447864138	123.489655	-0.447859003	123.489506	-12.7061031	35.9821627
4.78	-12.7778914	34.950171	-0.443681787	122.502702	-0.44367653	122.502539	-12.7786146	34.9973378
4.8	-12.8537167	33.9639702	-0.439381069	121.514466	-0.439375763	121.514289	-12.8544571	34.0114553
4.82	-12.9329741	32.9766891	-0.434966461	120.524911	-0.434961184	120.524721	-12.9337262	33.02451
4.84	-13.0157647	31.988327	-0.430442635	119.534004	-0.430437464	119.5338	-13.0165229	32.0364985
4.86	-13.1021956	30.9988848	-0.425814451	118.54171	-0.425809465	118.541493	-13.1029537	31.0474189
4.88	-13.1923795	30.0083656	-0.421086958	117.547996	-0.421082237	117.547764	-13.1931313	30.0572713
4.9	-13.286436	29.0167746	-0.416265394	116.552828	-0.41626102	116.552583	-13.287175	29.0660573
4.92	-13.3844914	28.0241192	-0.411355184	115.556175	-0.411351237	115.555917	-13.3852108	28.0737809
4.94	-13.4866797	27.0304091	-0.406361937	114.558006	-0.406358499	114.557735	-13.4873725	27.0804483
