Freq	S11_real	S11_imag	S21_real	S21_imag	S12_real	S12_imag	S22_real	S22_imag
17.06	-5.67775571	-59.2806437	-11.805783	-144.845928	-11.8058104	-144.846233	-5.6696108	-59.3702355
17.08	-5.81446519	-59.1032448	-12.021598	-146.687971	-12.021633	-146.688197	-5.8058937	-59.2008479
17.1	-5.94289345	-58.8817224	-12.2452016	-148.463906	-12.2452423	-148.464048	-5.93399431	-58.9875559
17.12	-6.06274423	-58.6238034	-12.4758597	-150.173698	-12.4759045	-150.173757	-6.05361788	-58.7380065
17.14	-6.17389461	-58.3370011	-12.7129056	-151.817736	-12.7129528	-151.817714	-6.16464104	-58.4596351
17.16	-6.27637775	-58.0284607	-12.9557419	-153.39674	-12.9557901	-153.396641	-6.26709467	-58.1595128
17.18	-6.37036161	-57.7048286	-13.2038422	-154.911684	-13.2038901	-154.911514	-6.36114293	-57.8442182
17.2	-6.45612618	-57.3721591	-13.4567502	-156.363717	-13.4567968	-156.363483	-6.44706075	-57.5197455
17.22	-6.53404066	-57.0358578	-13.7140783	-157.754096	-13.7141228	-157.753807	-6.52521125	-57.1914485
17.24	-6.60454139	-56.7006563	-13.9755048	-159.084124	-13.9755467	-159.083789	-6.59602409	-56.8640161
17.26	-6.66811176	-56.3706135	-14.2407708	-160.355095	-14.2408098	-160.354725	-6.65997554	-56.5414734
17.28	-6.72526426	-56.0491383	-14.5096765	-161.568251	-14.5097127	-161.567854	-6.71757087	-56.2272036
17.3	-6.77652513	-55.7390275	-14.7820778	-162.724733	-14.7821115	-162.724321	-6.76932918	-55.9239862
17.32	-6.82242172	-55.4425143	-15.0578823	-163.825555	-15.0579142	-163.825137	-6.81577092	-55.634044
17.34	-6.86347025	-55.1612955	-15.3370468	-164.871551	-15.3370778	-164.871135	-6.85740584	-55.3590689
17.36	-6.90017408	-54.8966728	-15.6195704	-165.86338	-15.6196015	-165.862975	-6.89473124	-55.1003636
17.38	-6.933012	-54.6495263	-15.9054941	-166.801469	-15.9055266	-166.80108	-6.92822042	-54.8588131
17.4	-6.96243631	-54.4203976	-16.1948969	-167.685991	-16.1949324	-167.685625	-6.95832074	-54.6349673
17.42	-6.98887042	-54.2095416	-16.4878923	-168.516845	-16.4879325	-168.516505	-6.98545125	-54.4290918
17.44	-7.01270762	-54.0169736	-16.7846254	-169.293623	-16.784672	-169.293311	-7.01000142	-54.2412147
17.46	-7.03431089	-53.842512	-17.0852698	-170.015583	-17.0853247	-170.015299	-7.03233093	-54.0711678
17.48	-7.05401331	-53.6858151	-17.3900249	-170.681617	-17.3900901	-170.681359	-7.05277008	-53.9186241
17.5	-7.07211914	-53.546414	-17.6991126	-171.290215	-17.6991901	-171.28998	-7.07162078	-53.7831295
17.52	-7.08890517	-53.4237402	-18.0127738	-171.839429	-18.0128655	-171.839211	-7.08915792	-53.6641302
17.54	-7.10462236	-53.3171493	-18.3312647	-172.326825	-18.3313725	-172.326615	-7.1056309	-53.5609963
17.56	-7.11949759	-53.2259409	-18.6548525	-172.749433	-18.6549782	-172.74922	-7.12126538	-53.4730412
17.58	-7.13373548	-53.1493745	-18.9838097	-173.10369	-18.9839549	-173.103462	-7.13626506	-53.3995378
17.6	-7.14752021	-53.0866834	-19.3184076	-173.385374	-19.3185738	-173.385117	-7.15081346	-53.3397316
17.62	-7.16101729	-53.037085	-19.6589081	-173.589531	-19.6590963	-173.589226	-7.16507563	-53.2928518
17.64	-7.17437523	-52.9997895	-20.0055526	-173.710384	-20.0057637	-173.710013	-7.17919987	-53.2581193
17.66	-7.18772719	-52.9740065	-20.3585486	-173.741247	-20.3587831	-173.740787	-7.1933192	-53.2347535
17.68	-7.20119238	-52.9589502	-20.718052	-173.674414	-20.71831	-173.673843	-7.20755294	-53.2219776
17.7	-7.21487752	-52.9538431	-21.0841442	-173.50105	-21.0844252	-173.500342	-7.22200795	-53.2190219
17.72	-7.22887804	-52.9579185	-21.4568029	-173.211073	-21.4571059	-173.210202	-7.23677995	-53.2251268
17.74	-7.24327922	-52.9704223	-21.8358642	-172.793037	-21.8361873	-172.791974	-7.25195457	-53.2395446
17.76	-7.25815723	-52.9906143	-22.2209744	-172.234026	-22.221315	-172.232744	-7.26760842	-53.2615403
17.78	-7.27358007	-53.0177679	-22.6115289	-171.519579	-22.6118837	-171.518048	-7.28380996	-53.2903918
17.8	-7.28960833	-53.0511708	-23.0065959	-170.63366	-23.0069604	-170.631855	-7.30062033	-53.3253907
17.82	-7.30629597	-53.0901241	-23.4048223	-169.558733	-23.4051909	-169.556628	-7.31809405	-53.3658409
17.84	-7.32369092	-53.1339414	-23.8043206	-168.27596	-23.8046866	-168.273534	-7.33627965	-53.4110583
17.86	-7.34183568	-53.1819482	-24.2025384	-166.765638	-24.2028939	-166.762877	-7.35522022	-53.46037
17.88	-7.36076772	-53.2334804	-24.5961151	-165.007935	-24.5964509	-165.004832	-7.37495388	-53.5131127
17.9	-7.38051996	-53.2878832	-24.9807378	-162.984043	-24.9810436	-162.980604	-7.39551418	-53.5686316
17.92	-7.40112109	-53.3445092	-25.3510203	-160.677868	-25.351285	-160.674113	-7.41693042	-53.6262791
17.94	-7.42259582	-53.4027175	-25.7004405	-158.078303	-25.7006528	-158.074271	-7.43922797	-53.6854129
17.96	-7.44496514	-53.4618719	-26.0213874	-155.182066	-26.0215366	-155.177816	-7.46242845	-53.7453951
17.98	-7.46824648	-53.5213392	-26.3053777	-151.996876	-26.3054546	-151.992492	-7.4865499	-53.8055901
18	-7.49245383	-53.5804879	-26.5434936	-148.544503	-26.543492	-148.540086	-7.51160692	-53.8653634
18.02	-7.5175978	-53.6386865	-26.727061	-144.862918	-26.7269786	-144.858587	-7.53761069	-53.9240799
18.04	-7.54368567	-53.695302	-26.8485169	-141.006666	-26.8483566	-141.002543	-7.56456906	-53.9811021
18.06	-7.57072134	-53.7496985	-26.9023313	-137.044708	-26.9021014	-137.040911	-7.59248647	-54.0357895
18.08	-7.59870529	-53.8012355	-26.8857777	-133.055572	-26.8854914	-133.0522	-7.6213639	-54.087496
18.1	-7.62763448	-53.8492672	-26.7993444	-129.120483	-26.7990183	-129.117603	-7.65119878	-54.1355696
18.12	-7.65750219	-53.8931405	-26.6466643	-125.315882	-26.6463169	-125.313527	-7.6819848	-54.1793505
18.14	-7.68829784	-53.9321943	-26.4339847	-121.70701	-26.4336342	-121.705178	-7.71371176	-54.21817
18.16	-7.72000676	-53.9657581	-26.1693319	-118.343786	-26.1689944	-118.342445	-7.74636531	-54.2513497
18.18	-7.75260992	-53.9931515	-25.8615858	-115.259417	-25.8612746	-115.25851	-7.77992667	-54.2782003
18.2	-7.78608363	-54.0136832	-25.5196562	-112.471352	-25.5193811	-112.470813	-7.81437234	-54.298021
18.22	-7.82039914	-54.0266505	-25.151871	-109.983785	-25.1516382	-109.98354	-7.84967368	-54.3100988
18.24	-7.85552233	-54.0313386	-24.7656044	-107.790795	-24.7654173	-107.790773	-7.88579655	-54.3137083
18.26	-7.89141316	-54.0270211	-24.3671151	-105.879467	-24.3669745	-105.879599	-7.92270086	-54.3081113
18.28	-7.92802529	-54.0129597	-23.9615354	-104.232579	-23.9614402	-104.232807	-7.96034002	-54.2925571
18.3	-7.96530238	-53.9883664	-23.5529562	-102.8307	-23.552904	-102.830972	-7.99865737	-54.2662443
18.32	-8.0031868	-53.9525194	-23.1445543	-101.653741	-23.1445417	-101.654015	-8.0375948	-54.2284377
18.34	-8.04160982	-53.9046494	-22.7387414	-100.681955	-22.7387644	-100.682196	-8.07708291	-54.1783535
18.36	-8.08049401	-53.84398	-22.3373032	-99.8965791	-22.3373575	-99.8967623	-8.11704344	-54.1152
18.38	-8.11975255	-53.7697293	-21.9415258	-99.2801956	-21.941607	-99.2803007	-8.15738854	-54.0381797
18.4	-8.15928854	-53.6811135	-21.5523026	-98.8168885	-21.5524066	-98.8169016	-8.19802004	-53.9464921
18.42	-8.19899423	-53.5773501	-21.1702239	-98.4922776	-21.1703464	-98.49219	-8.23882868	-53.8393379
18.44	-8.2387503	-53.4576621	-20.7956475	-98.2934727	-20.7957846	-98.2932799	-8.27969337	-53.7159229
18.46	-8.2784251	-53.3212837	-20.4287565	-98.208983	-20.4289045	-98.2086838	-8.32048033	-53.5754634
18.48	-8.31787384	-53.1674659	-20.0696036	-98.2286034	-20.0697592	-98.2281999	-8.36104241	-53.4171927
18.5	-8.35693797	-52.9954839	-19.7181463	-98.3432946	-19.7183063	-98.342791	-8.40121826	-53.2403682
18.52	-8.3954444	-52.8046452	-19.3742732	-98.5450617	-19.374435	-98.5444644	-8.44083163	-53.0442799
18.54	-8.43320491	-52.5942991	-19.0378255	-98.8268412	-19.0379866	-98.8261581	-8.47969079	-52.8282599
18.56	-8.47001567	-52.3638467	-18.7086123	-99.1823948	-18.7087706	-99.181635	-8.5175879	-52.5916933
18.58	-8.50565679	-52.1127536	-18.3864228	-99.6062139	-18.3865764	-99.6053874	-8.55429864	-52.3340304
18.6	-8.53989207	-51.8405619	-18.0710354	-100.093434	-18.0711828	-100.092551	-8.58958193	-52.0547998
18.62	-8.57246902	-51.546905	-17.762225	-100.639758	-17.7623648	-100.63883	-8.62317991	-51.7536233
18.64	-8.60311899	-51.2315229	-17.4597675	-101.241388	-17.4598988	-101.240427	-8.6548181	-51.4302319
18.66	-8.63155772	-50.8942785	-17.1634443	-101.894968	-17.1635663	-101.893984	-8.68420593	-51.0844822
18.68	-8.65748609	-50.5351748	-16.8730449	-102.597529	-16.873157	-102.596534	-8.71103757	-50.7163746
18.7	-8.68059137	-50.1543727	-16.5883687	-103.346444	-16.5884706	-103.345448	-8.73499313	-50.3260718
18.72	-8.70054881	-49.7522093	-16.309227	-104.139388	-16.3093186	-104.138402	-8.75574038	-49.9139172
18.74	-8.71702374	-49.3292155	-16.0354437	-104.9743	-16.035525	-104.973334	-8.77293687	-49.4804533
18.76	-8.72967412	-48.8861336	-15.7668561	-105.849355	-15.7669274	-105.848418	-8.78623261	-49.02644
18.78	-8.73815365	-48.4239333	-15.5033153	-106.762932	-15.5033768	-106.762033	-8.79527325	-48.5528711
18.8	-8.74211536	-47.9438258	-15.2446863	-107.713592	-15.2447387	-107.712738	-8.79970385	-48.0609885
18.82	-8.74121573	-47.4472758	-14.9908486	-108.700052	-14.9908924	-108.699251	-8.79917308	-47.5522949
18.84	-8.73511926	-46.9360099	-14.7416956	-109.721171	-14.7417315	-109.720428	-8.793338	-47.0285621
18.86	-8.7235	-46.4119911	-14.4971357	-110.775919	-14.4971645	-110.77524	-8.78186572	-46.4918052
18.88	-8.70605716	-45.877509	-14.2570892	-111.863383	-14.2571118	-111.862772	-8.76444932	-45.9443735
18.9	-8.68251042	-45.3350836	-14.0214912	-112.982734	-14.0215084	-112.982194	-8.74080318	-45.3888527
18.92	-8.65260888	-44.7874845	-13.7902898	-114.133216	-13.7903026	-114.13275	-8.7106722	-44.8280843
18.94	-8.61613662	-44.2377139	-13.5634464	-115.314137	-13.5634558	-115.313745	-8.67383747	-44.265147
18.96	-8.57291789	-43.6889836	-13.340935	-116.524852	-13.3409418	-116.524536	-8.63012168	-43.7033325
18.98	-8.52282202	-43.1446855	-13.1227418	-117.764758	-13.122747	-117.764517	-8.57939404	-43.1461155
19	-8.46576759	-42.6083573	-12.9088649	-119.03328	-12.9088693	-119.033113	-8.52157457	-42.5971169
19.02	-8.40172593	-42.0836433	-12.6993135	-120.329861	-12.699318	-120.329765	-8.45663764	-42.0600633
19.04	-8.33072364	-41.5742507	-12.4941079	-121.653954	-12.4941133	-121.653926	-8.38461441	-41.5387421
19.06	-8.25284411	-41.0839042	-12.2932785	-123.005012	-12.2932855	-123.005048	-8.30559439	-41.0369538
19.08	-8.168228	-40.616298	-12.0968652	-124.382481	-12.0968744	-124.382577	-8.21972569	-40.5584633
19.1	-8.07707253	-40.1750489	-11.9049168	-125.785791	-11.9049288	-125.785942	-8.12721423	-40.1069507
19.12	-7.97962972	-39.7636497	-11.7174903	-127.214348	-11.7175054	-127.214548	-8.02832177	-39.6859645
19.14	-7.87620358	-39.3854257	-11.5346498	-128.66753	-11.5346684	-128.667774	-7.92336292	-39.2988765
19.16	-7.76714637	-39.0434945	-11.3564658	-130.144677	-11.3564881	-130.144958	-7.81270111	-38.9488418
19.18	-7.65285405	-38.740731	-11.1830144	-131.645086	-11.1830405	-131.645399	-7.69674386	-38.6387628
19.2	-7.53376107	-38.4797373	-11.0143759	-133.16801	-11.0144057	-133.168347	-7.57593735	-38.3712596
19.22	-7.41033478	-38.2628192	-10.8506338	-134.712646	-10.8506672	-134.713	-7.45076056	-38.1486463
19.24	-7.2830694	-38.0919675	-10.6918739	-136.278137	-10.6919106	-136.278503	-7.32171911	-37.9729137
19.26	-7.15247998	-37.968847	-10.5381827	-137.863566	-10.5382225	-137.863938	-7.18933898	-37.8457177
19.28	-7.01909634	-37.8947903	-10.3896466	-139.467956	-10.3896889	-139.468328	-7.05416036	-37.7683751
19.3	-6.88345717	-37.8707973	-10.2463501	-141.090267	-10.2463943	-141.090633	-6.91673161	-37.7418632
19.32	-6.74610443	-37.8975397	-10.1083748	-142.729396	-10.1084203	-142.729751	-6.77760358	-37.7668258
19.34	-6.60757808	-37.9753699	-9.97579818	-144.384177	-9.97584425	-144.384517	-6.6373243	-37.8435828
19.36	-6.4684113	-38.1043334	-9.8486919	-146.053384	-9.84873775	-146.053705	-6.49643415	-37.9721434
19.38	-6.32912616	-38.2841841	-9.7271209	-147.735733	-9.72716571	-147.736033	-6.35546155	-38.1522226
19.4	-6.19022975	-38.5144021	-9.61114202	-149.429887	-9.61118495	-149.430162	-6.21491907	-38.3832598
19.42	-6.0522109	-38.7942132	-9.50080288	-151.134456	-9.50084307	-151.134706	-6.07530019	-38.6644389
19.44	-5.9155373	-39.1226096	-9.39614078	-152.848008	-9.39617739	-152.848232	-5.93707648	-38.9947094
19.46	-5.78065317	-39.4983713	-9.29718177	-154.569075	-9.29721399	-154.569273	-5.80069528	-39.3728087
19.48	-5.64797729	-39.9200874	-9.20393983	-156.296155	-9.20396689	-156.296328	-5.66657782	-39.7972842
19.5	-5.51790159	-40.3861785	-9.11641615	-158.027726	-9.11643735	-158.027875	-5.53511781	-40.266515
19.52	-5.39078993	-40.8949174	-9.03459863	-159.762251	-9.03461336	-159.762378	-5.40668036	-40.778734
19.54	-5.2669774	-41.4444506	-8.95846147	-161.498187	-8.95846921	-161.498295	-5.28160124	-41.3320489
19.56	-5.14676982	-42.0328181	-8.887965	-163.233996	-8.88796534	-163.234089	-5.16018651	-41.9244628
19.58	-5.03044216	-42.6579574	-8.82305707	-164.968143	-8.82304974	-164.968224	-5.0427109	-42.5538778
19.6	-4.91824305	-43.3177691	-8.76366889	-166.699131	-8.76365375	-166.699205	-4.92942248	-43.2181608
19.62	-4.81039048	-44.0100875	-8.70971964	-168.425488	-8.70969668	-168.425559	-4.82053832	-43.9151146
19.64	-4.70707392	-44.7327134	-8.66111549	-170.145779	-8.66108488	-170.14585	-4.71624666	-44.6425101
19.66	-4.60845495	-45.4834291	-8.61775024	-171.858613	-8.61771229	-171.85869	-4.61670761	-45.3981019
19.68	-4.51466815	-46.2600136	-8.57950606	-173.562659	-8.57946123	-173.562744	-4.52205404	-46.1796431
19.7	-4.42582207	-47.0602556	-8.5462543	-175.25664	-8.54620322	-175.256739	-4.4323926	-46.9848986
19.72	-4.34200033	-47.8819662	-8.51785651	-176.939351	-8.51779994	-176.939466	-4.34780483	-47.8116577
19.74	-4.26326283	-48.7229904	-8.49416542	-178.609652	-8.49410429	-178.609787	-4.26834842	-48.6577451
19.76	-4.18964702	-49.5812167	-8.47502602	179.733517	-8.4749614	179.73336	-4.1940585	-49.5210314
19.78	-4.12116928	-50.454587	-8.46027673	178.091142	-8.46020979	178.090962	-4.12494904	-50.3994421
19.8	-4.05782632	-51.3411037	-8.44975044	176.464128	-8.44968251	176.463923	-4.06101428	-51.2909654
19.82	-3.99959665	-52.2388376	-8.44327572	174.853298	-8.44320821	174.853068	-4.00223018	-52.1936593
19.84	-3.94644201	-53.1459327	-8.44067787	173.259395	-8.44061231	173.259142	-3.94855595	-53.105657
19.86	-3.89830889	-54.060612	-8.44178004	171.68308	-8.44171803	171.682806	-3.89993551	-54.0251721
19.88	-3.85512997	-54.9811806	-8.44640421	170.124937	-8.44634742	170.124644	-3.856299	-54.9505022
19.9	-3.81682557	-55.9060289	-8.45437217	168.585468	-8.45432232	168.585161	-3.81756424	-55.8800315
19.92	-3.78330512	-56.8336345	-8.46550642	167.065103	-8.4654653	167.064786	-3.78363817	-56.8122329
19.94	-3.75446845	-57.7625636	-8.47963102	165.564196	-8.47960043	165.563876	-3.75441822	-57.7456692
19.96	-3.73020719	-58.6914706	-8.4965723	164.083034	-8.49655405	164.082717	-3.72979368	-58.6789931
19.98	-3.71040601	-59.6190988	-8.51615954	162.621836	-8.51615546	162.621532	-3.70964694	-59.6109466
20	-3.69494379	-60.5442785	-8.53822558	161.180761	-8.53823748	161.180478	-3.69385472	-60.5403607
